"Notes"	"Single-Year Ages"	"Single-Year Ages Code"	"Year"	"Year Code"	"Gender"	"Gender Code"	"Census Region"	"Census Region Code"	"Hispanic Origin"	"Hispanic Origin Code"	Deaths	Population	Crude Rate
	"35 years"	"35"	"2009"	"2009"	"Male"	"M"	"Census Region 2: Midwest"	"CENS-R2"	"Not Hispanic or Latino"	"2186-2"	585	336362	173.9
	"35 years"	"35"	"2009"	"2009"	"Male"	"M"	"Census Region 3: South"	"CENS-R3"	"Hispanic or Latino"	"2135-2"	198	141874	139.6
	"35 years"	"35"	"2009"	"2009"	"Male"	"M"	"Census Region 3: South"	"CENS-R3"	"Not Hispanic or Latino"	"2186-2"	1170	532200	219.8
	"35 years"	"35"	"2009"	"2009"	"Male"	"M"	"Census Region 4: West"	"CENS-R4"	"Hispanic or Latino"	"2135-2"	231	149431	154.6
	"35 years"	"35"	"2009"	"2009"	"Male"	"M"	"Census Region 4: West"	"CENS-R4"	"Not Hispanic or Latino"	"2186-2"	411	256145	160.5
	"35 years"	"35"	"2010"	"2010"	"Female"	"F"	"Census Region 1: Northeast"	"CENS-R1"	"Hispanic or Latino"	"2135-2"	32	51558	62.1
	"35 years"	"35"	"2010"	"2010"	"Female"	"F"	"Census Region 1: Northeast"	"CENS-R1"	"Not Hispanic or Latino"	"2186-2"	208	257401	80.8
	"35 years"	"35"	"2010"	"2010"	"Female"	"F"	"Census Region 2: Midwest"	"CENS-R2"	"Hispanic or Latino"	"2135-2"	19	34645	Unreliable
	"35 years"	"35"	"2010"	"2010"	"Female"	"F"	"Census Region 2: Midwest"	"CENS-R2"	"Not Hispanic or Latino"	"2186-2"	330	349322	94.5
	"35 years"	"35"	"2010"	"2010"	"Female"	"F"	"Census Region 3: South"	"CENS-R3"	"Hispanic or Latino"	"2135-2"	84	138270	60.8
	"35 years"	"35"	"2010"	"2010"	"Female"	"F"	"Census Region 3: South"	"CENS-R3"	"Not Hispanic or Latino"	"2186-2"	651	561978	115.8
	"35 years"	"35"	"2010"	"2010"	"Female"	"F"	"Census Region 4: West"	"CENS-R4"	"Hispanic or Latino"	"2135-2"	66	148804	44.4
	"35 years"	"35"	"2010"	"2010"	"Female"	"F"	"Census Region 4: West"	"CENS-R4"	"Not Hispanic or Latino"	"2186-2"	209	250554	83.4
	"35 years"	"35"	"2010"	"2010"	"Male"	"M"	"Census Region 1: Northeast"	"CENS-R1"	"Hispanic or Latino"	"2135-2"	64	53757	119.1
	"35 years"	"35"	"2010"	"2010"	"Male"	"M"	"Census Region 1: Northeast"	"CENS-R1"	"Not Hispanic or Latino"	"2186-2"	357	251108	142.2
	"35 years"	"35"	"2010"	"2010"	"Male"	"M"	"Census Region 2: Midwest"	"CENS-R2"	"Hispanic or Latino"	"2135-2"	44	39508	111.4
	"35 years"	"35"	"2010"	"2010"	"Male"	"M"	"Census Region 2: Midwest"	"CENS-R2"	"Not Hispanic or Latino"	"2186-2"	577	350130	164.8
	"35 years"	"35"	"2010"	"2010"	"Male"	"M"	"Census Region 3: South"	"CENS-R3"	"Hispanic or Latino"	"2135-2"	183	149303	122.6
	"35 years"	"35"	"2010"	"2010"	"Male"	"M"	"Census Region 3: South"	"CENS-R3"	"Not Hispanic or Latino"	"2186-2"	1110	544427	203.9
	"35 years"	"35"	"2010"	"2010"	"Male"	"M"	"Census Region 4: West"	"CENS-R4"	"Hispanic or Latino"	"2135-2"	171	155211	110.2
	"35 years"	"35"	"2010"	"2010"	"Male"	"M"	"Census Region 4: West"	"CENS-R4"	"Not Hispanic or Latino"	"2186-2"	408	266174	153.3
	"35 years"	"35"	"2011"	"2011"	"Female"	"F"	"Census Region 1: Northeast"	"CENS-R1"	"Hispanic or Latino"	"2135-2"	25	51395	48.6
	"35 years"	"35"	"2011"	"2011"	"Female"	"F"	"Census Region 1: Northeast"	"CENS-R1"	"Not Hispanic or Latino"	"2186-2"	181	245530	73.7
	"35 years"	"35"	"2011"	"2011"	"Female"	"F"	"Census Region 2: Midwest"	"CENS-R2"	"Hispanic or Latino"	"2135-2"	26	34777	74.8
	"35 years"	"35"	"2011"	"2011"	"Female"	"F"	"Census Region 2: Midwest"	"CENS-R2"	"Not Hispanic or Latino"	"2186-2"	315	337539	93.3
	"35 years"	"35"	"2011"	"2011"	"Female"	"F"	"Census Region 3: South"	"CENS-R3"	"Hispanic or Latino"	"2135-2"	59	138450	42.6
	"35 years"	"35"	"2011"	"2011"	"Female"	"F"	"Census Region 3: South"	"CENS-R3"	"Not Hispanic or Latino"	"2186-2"	692	541560	127.8
	"35 years"	"35"	"2011"	"2011"	"Female"	"F"	"Census Region 4: West"	"CENS-R4"	"Hispanic or Latino"	"2135-2"	85	146065	58.2
	"35 years"	"35"	"2011"	"2011"	"Female"	"F"	"Census Region 4: West"	"CENS-R4"	"Not Hispanic or Latino"	"2186-2"	227	241533	94.0
	"35 years"	"35"	"2011"	"2011"	"Male"	"M"	"Census Region 1: Northeast"	"CENS-R1"	"Hispanic or Latino"	"2135-2"	51	53234	95.8
	"35 years"	"35"	"2011"	"2011"	"Male"	"M"	"Census Region 1: Northeast"	"CENS-R1"	"Not Hispanic or Latino"	"2186-2"	387	238964	161.9
	"35 years"	"35"	"2011"	"2011"	"Male"	"M"	"Census Region 2: Midwest"	"CENS-R2"	"Hispanic or Latino"	"2135-2"	46	38896	118.3
	"35 years"	"35"	"2011"	"2011"	"Male"	"M"	"Census Region 2: Midwest"	"CENS-R2"	"Not Hispanic or Latino"	"2186-2"	560	336138	166.6
	"35 years"	"35"	"2011"	"2011"	"Male"	"M"	"Census Region 3: South"	"CENS-R3"	"Hispanic or Latino"	"2135-2"	170	149073	114.0
	"35 years"	"35"	"2011"	"2011"	"Male"	"M"	"Census Region 3: South"	"CENS-R3"	"Not Hispanic or Latino"	"2186-2"	1128	522460	215.9
	"35 years"	"35"	"2011"	"2011"	"Male"	"M"	"Census Region 4: West"	"CENS-R4"	"Hispanic or Latino"	"2135-2"	163	152532	106.9
	"35 years"	"35"	"2011"	"2011"	"Male"	"M"	"Census Region 4: West"	"CENS-R4"	"Not Hispanic or Latino"	"2186-2"	395	254304	155.3
	"35 years"	"35"	"2012"	"2012"	"Female"	"F"	"Census Region 1: Northeast"	"CENS-R1"	"Hispanic or Latino"	"2135-2"	32	53555	59.8
	"35 years"	"35"	"2012"	"2012"	"Female"	"F"	"Census Region 1: Northeast"	"CENS-R1"	"Not Hispanic or Latino"	"2186-2"	190	251197	75.6
	"35 years"	"35"	"2012"	"2012"	"Female"	"F"	"Census Region 2: Midwest"	"CENS-R2"	"Hispanic or Latino"	"2135-2"	13	35320	Unreliable
	"35 years"	"35"	"2012"	"2012"	"Female"	"F"	"Census Region 2: Midwest"	"CENS-R2"	"Not Hispanic or Latino"	"2186-2"	354	348361	101.6
	"35 years"	"35"	"2012"	"2012"	"Female"	"F"	"Census Region 3: South"	"CENS-R3"	"Hispanic or Latino"	"2135-2"	71	141334	50.2
	"35 years"	"35"	"2012"	"2012"	"Female"	"F"	"Census Region 3: South"	"CENS-R3"	"Not Hispanic or Latino"	"2186-2"	738	563810	130.9
	"35 years"	"35"	"2012"	"2012"	"Female"	"F"	"Census Region 4: West"	"CENS-R4"	"Hispanic or Latino"	"2135-2"	83	145923	56.9
	"35 years"	"35"	"2012"	"2012"	"Female"	"F"	"Census Region 4: West"	"CENS-R4"	"Not Hispanic or Latino"	"2186-2"	220	254332	86.5
	"35 years"	"35"	"2012"	"2012"	"Male"	"M"	"Census Region 1: Northeast"	"CENS-R1"	"Hispanic or Latino"	"2135-2"	67	55110	121.6
	"35 years"	"35"	"2012"	"2012"	"Male"	"M"	"Census Region 1: Northeast"	"CENS-R1"	"Not Hispanic or Latino"	"2186-2"	376	243997	154.1
	"35 years"	"35"	"2012"	"2012"	"Male"	"M"	"Census Region 2: Midwest"	"CENS-R2"	"Hispanic or Latino"	"2135-2"	45	39875	112.9
	"35 years"	"35"	"2012"	"2012"	"Male"	"M"	"Census Region 2: Midwest"	"CENS-R2"	"Not Hispanic or Latino"	"2186-2"	631	348844	180.9
	"35 years"	"35"	"2012"	"2012"	"Male"	"M"	"Census Region 3: South"	"CENS-R3"	"Hispanic or Latino"	"2135-2"	154	152655	100.9
	"35 years"	"35"	"2012"	"2012"	"Male"	"M"	"Census Region 3: South"	"CENS-R3"	"Not Hispanic or Latino"	"2186-2"	1155	543179	212.6
	"35 years"	"35"	"2012"	"2012"	"Male"	"M"	"Census Region 4: West"	"CENS-R4"	"Hispanic or Latino"	"2135-2"	192	152384	126.0
	"35 years"	"35"	"2012"	"2012"	"Male"	"M"	"Census Region 4: West"	"CENS-R4"	"Not Hispanic or Latino"	"2186-2"	463	267480	173.1
	"35 years"	"35"	"2013"	"2013"	"Female"	"F"	"Census Region 1: Northeast"	"CENS-R1"	"Hispanic or Latino"	"2135-2"	27	54779	49.3
	"35 years"	"35"	"2013"	"2013"	"Female"	"F"	"Census Region 1: Northeast"	"CENS-R1"	"Not Hispanic or Latino"	"2186-2"	246	253287	97.1
	"35 years"	"35"	"2013"	"2013"	"Female"	"F"	"Census Region 2: Midwest"	"CENS-R2"	"Hispanic or Latino"	"2135-2"	15	35415	Unreliable
	"35 years"	"35"	"2013"	"2013"	"Female"	"F"	"Census Region 2: Midwest"	"CENS-R2"	"Not Hispanic or Latino"	"2186-2"	379	353079	107.3
	"35 years"	"35"	"2013"	"2013"	"Female"	"F"	"Census Region 3: South"	"CENS-R3"	"Hispanic or Latino"	"2135-2"	78	141706	55.0
	"35 years"	"35"	"2013"	"2013"	"Female"	"F"	"Census Region 3: South"	"CENS-R3"	"Not Hispanic or Latino"	"2186-2"	725	569121	127.4
	"35 years"	"35"	"2013"	"2013"	"Female"	"F"	"Census Region 4: West"	"CENS-R4"	"Hispanic or Latino"	"2135-2"	107	144651	74.0
	"35 years"	"35"	"2013"	"2013"	"Female"	"F"	"Census Region 4: West"	"CENS-R4"	"Not Hispanic or Latino"	"2186-2"	219	257144	85.2
	"35 years"	"35"	"2013"	"2013"	"Male"	"M"	"Census Region 1: Northeast"	"CENS-R1"	"Hispanic or Latino"	"2135-2"	74	57246	129.3
	"35 years"	"35"	"2013"	"2013"	"Male"	"M"	"Census Region 1: Northeast"	"CENS-R1"	"Not Hispanic or Latino"	"2186-2"	404	247761	163.1
	"35 years"	"35"	"2013"	"2013"	"Male"	"M"	"Census Region 2: Midwest"	"CENS-R2"	"Hispanic or Latino"	"2135-2"	49	40247	121.7
	"35 years"	"35"	"2013"	"2013"	"Male"	"M"	"Census Region 2: Midwest"	"CENS-R2"	"Not Hispanic or Latino"	"2186-2"	694	354246	195.9
	"35 years"	"35"	"2013"	"2013"	"Male"	"M"	"Census Region 3: South"	"CENS-R3"	"Hispanic or Latino"	"2135-2"	155	155472	99.7
	"35 years"	"35"	"2013"	"2013"	"Male"	"M"	"Census Region 3: South"	"CENS-R3"	"Not Hispanic or Latino"	"2186-2"	1188	548513	216.6
	"35 years"	"35"	"2013"	"2013"	"Male"	"M"	"Census Region 4: West"	"CENS-R4"	"Hispanic or Latino"	"2135-2"	207	154326	134.1
	"35 years"	"35"	"2013"	"2013"	"Male"	"M"	"Census Region 4: West"	"CENS-R4"	"Not Hispanic or Latino"	"2186-2"	450	271312	165.9
	"36 years"	"36"	"1999"	"1999"	"Female"	"F"	"Census Region 1: Northeast"	"CENS-R1"	"Hispanic or Latino"	"2135-2"	45	45238	99.5
	"36 years"	"36"	"1999"	"1999"	"Female"	"F"	"Census Region 1: Northeast"	"CENS-R1"	"Not Hispanic or Latino"	"2186-2"	390	380348	102.5
	"36 years"	"36"	"1999"	"1999"	"Female"	"F"	"Census Region 2: Midwest"	"CENS-R2"	"Hispanic or Latino"	"2135-2"	16	20171	Unreliable
	"36 years"	"36"	"1999"	"1999"	"Female"	"F"	"Census Region 2: Midwest"	"CENS-R2"	"Not Hispanic or Latino"	"2186-2"	482	474564	101.6
	"36 years"	"36"	"1999"	"1999"	"Female"	"F"	"Census Region 3: South"	"CENS-R3"	"Hispanic or Latino"	"2135-2"	49	86719	56.5
	"36 years"	"36"	"1999"	"1999"	"Female"	"F"	"Census Region 3: South"	"CENS-R3"	"Not Hispanic or Latino"	"2186-2"	894	701128	127.5
	"36 years"	"36"	"1999"	"1999"	"Female"	"F"	"Census Region 4: West"	"CENS-R4"	"Hispanic or Latino"	"2135-2"	77	111976	68.8
	"36 years"	"36"	"1999"	"1999"	"Female"	"F"	"Census Region 4: West"	"CENS-R4"	"Not Hispanic or Latino"	"2186-2"	345	331213	104.2
	"36 years"	"36"	"1999"	"1999"	"Male"	"M"	"Census Region 1: Northeast"	"CENS-R1"	"Hispanic or Latino"	"2135-2"	84	44283	189.7
	"36 years"	"36"	"1999"	"1999"	"Male"	"M"	"Census Region 1: Northeast"	"CENS-R1"	"Not Hispanic or Latino"	"2186-2"	653	366278	178.3
	"36 years"	"36"	"1999"	"1999"	"Male"	"M"	"Census Region 2: Midwest"	"CENS-R2"	"Hispanic or Latino"	"2135-2"	37	24353	151.9
	"36 years"	"36"	"1999"	"1999"	"Male"	"M"	"Census Region 2: Midwest"	"CENS-R2"	"Not Hispanic or Latino"	"2186-2"	837	466456	179.4
	"36 years"	"36"	"1999"	"1999"	"Male"	"M"	"Census Region 3: South"	"CENS-R3"	"Hispanic or Latino"	"2135-2"	168	96618	173.9
	"36 years"	"36"	"1999"	"1999"	"Male"	"M"	"Census Region 3: South"	"CENS-R3"	"Not Hispanic or Latino"	"2186-2"	1519	678577	223.9
	"36 years"	"36"	"1999"	"1999"	"Male"	"M"	"Census Region 4: West"	"CENS-R4"	"Hispanic or Latino"	"2135-2"	207	123996	166.9
	"36 years"	"36"	"1999"	"1999"	"Male"	"M"	"Census Region 4: West"	"CENS-R4"	"Not Hispanic or Latino"	"2186-2"	631	338834	186.2
	"36 years"	"36"	"2000"	"2000"	"Female"	"F"	"Census Region 1: Northeast"	"CENS-R1"	"Hispanic or Latino"	"2135-2"	45	45785	98.3
	"36 years"	"36"	"2000"	"2000"	"Female"	"F"	"Census Region 1: Northeast"	"CENS-R1"	"Not Hispanic or Latino"	"2186-2"	367	378250	97.0
	"36 years"	"36"	"2000"	"2000"	"Female"	"F"	"Census Region 2: Midwest"	"CENS-R2"	"Hispanic or Latino"	"2135-2"	16	21185	Unreliable
	"36 years"	"36"	"2000"	"2000"	"Female"	"F"	"Census Region 2: Midwest"	"CENS-R2"	"Not Hispanic or Latino"	"2186-2"	419	466536	89.8
	"36 years"	"36"	"2000"	"2000"	"Female"	"F"	"Census Region 3: South"	"CENS-R3"	"Hispanic or Latino"	"2135-2"	69	89401	77.2
	"36 years"	"36"	"2000"	"2000"	"Female"	"F"	"Census Region 3: South"	"CENS-R3"	"Not Hispanic or Latino"	"2186-2"	908	694509	130.7
	"36 years"	"36"	"2000"	"2000"	"Female"	"F"	"Census Region 4: West"	"CENS-R4"	"Hispanic or Latino"	"2135-2"	83	113884	72.9
	"36 years"	"36"	"2000"	"2000"	"Female"	"F"	"Census Region 4: West"	"CENS-R4"	"Not Hispanic or Latino"	"2186-2"	288	320927	89.7
	"36 years"	"36"	"2000"	"2000"	"Male"	"M"	"Census Region 1: Northeast"	"CENS-R1"	"Hispanic or Latino"	"2135-2"	99	45019	219.9
	"36 years"	"36"	"2000"	"2000"	"Male"	"M"	"Census Region 1: Northeast"	"CENS-R1"	"Not Hispanic or Latino"	"2186-2"	692	362556	190.9
	"36 years"	"36"	"2000"	"2000"	"Male"	"M"	"Census Region 2: Midwest"	"CENS-R2"	"Hispanic or Latino"	"2135-2"	26	25271	102.9
	"36 years"	"36"	"2000"	"2000"	"Male"	"M"	"Census Region 2: Midwest"	"CENS-R2"	"Not Hispanic or Latino"	"2186-2"	771	459751	167.7
	"36 years"	"36"	"2000"	"2000"	"Male"	"M"	"Census Region 3: South"	"CENS-R3"	"Hispanic or Latino"	"2135-2"	163	99856	163.2
	"36 years"	"36"	"2000"	"2000"	"Male"	"M"	"Census Region 3: South"	"CENS-R3"	"Not Hispanic or Latino"	"2186-2"	1557	672662	231.5
	"36 years"	"36"	"2000"	"2000"	"Male"	"M"	"Census Region 4: West"	"CENS-R4"	"Hispanic or Latino"	"2135-2"	198	125823	157.4
	"36 years"	"36"	"2000"	"2000"	"Male"	"M"	"Census Region 4: West"	"CENS-R4"	"Not Hispanic or Latino"	"2186-2"	618	329574	187.5
	"36 years"	"36"	"2001"	"2001"	"Female"	"F"	"Census Region 1: Northeast"	"CENS-R1"	"Hispanic or Latino"	"2135-2"	57	47366	120.3
	"36 years"	"36"	"2001"	"2001"	"Female"	"F"	"Census Region 1: Northeast"	"CENS-R1"	"Not Hispanic or Latino"	"2186-2"	389	368483	105.6
	"36 years"	"36"	"2001"	"2001"	"Female"	"F"	"Census Region 2: Midwest"	"CENS-R2"	"Hispanic or Latino"	"2135-2"	12	22888	Unreliable
	"36 years"	"36"	"2001"	"2001"	"Female"	"F"	"Census Region 2: Midwest"	"CENS-R2"	"Not Hispanic or Latino"	"2186-2"	463	449206	103.1
	"36 years"	"36"	"2001"	"2001"	"Female"	"F"	"Census Region 3: South"	"CENS-R3"	"Hispanic or Latino"	"2135-2"	62	95673	64.8
	"36 years"	"36"	"2001"	"2001"	"Female"	"F"	"Census Region 3: South"	"CENS-R3"	"Not Hispanic or Latino"	"2186-2"	891	674285	132.1
	"36 years"	"36"	"2001"	"2001"	"Female"	"F"	"Census Region 4: West"	"CENS-R4"	"Hispanic or Latino"	"2135-2"	84	120159	69.9
	"36 years"	"36"	"2001"	"2001"	"Female"	"F"	"Census Region 4: West"	"CENS-R4"	"Not Hispanic or Latino"	"2186-2"	304	310153	98.0
	"36 years"	"36"	"2001"	"2001"	"Male"	"M"	"Census Region 1: Northeast"	"CENS-R1"	"Hispanic or Latino"	"2135-2"	98	47910	204.6
	"36 years"	"36"	"2001"	"2001"	"Male"	"M"	"Census Region 1: Northeast"	"CENS-R1"	"Not Hispanic or Latino"	"2186-2"	641	358517	178.8
	"36 years"	"36"	"2001"	"2001"	"Male"	"M"	"Census Region 2: Midwest"	"CENS-R2"	"Hispanic or Latino"	"2135-2"	46	27997	164.3
	"36 years"	"36"	"2001"	"2001"	"Male"	"M"	"Census Region 2: Midwest"	"CENS-R2"	"Not Hispanic or Latino"	"2186-2"	786	443921	177.1
	"36 years"	"36"	"2001"	"2001"	"Male"	"M"	"Census Region 3: South"	"CENS-R3"	"Hispanic or Latino"	"2135-2"	181	107750	168.0
	"36 years"	"36"	"2001"	"2001"	"Male"	"M"	"Census Region 3: South"	"CENS-R3"	"Not Hispanic or Latino"	"2186-2"	1526	657785	232.0
	"36 years"	"36"	"2001"	"2001"	"Male"	"M"	"Census Region 4: West"	"CENS-R4"	"Hispanic or Latino"	"2135-2"	221	133952	165.0
	"36 years"	"36"	"2001"	"2001"	"Male"	"M"	"Census Region 4: West"	"CENS-R4"	"Not Hispanic or Latino"	"2186-2"	567	323176	175.4
	"36 years"	"36"	"2002"	"2002"	"Female"	"F"	"Census Region 1: Northeast"	"CENS-R1"	"Hispanic or Latino"	"2135-2"	41	47103	87.0
	"36 years"	"36"	"2002"	"2002"	"Female"	"F"	"Census Region 1: Northeast"	"CENS-R1"	"Not Hispanic or Latino"	"2186-2"	369	344424	107.1
	"36 years"	"36"	"2002"	"2002"	"Female"	"F"	"Census Region 2: Midwest"	"CENS-R2"	"Hispanic or Latino"	"2135-2"	11	23510	Unreliable
	"36 years"	"36"	"2002"	"2002"	"Female"	"F"	"Census Region 2: Midwest"	"CENS-R2"	"Not Hispanic or Latino"	"2186-2"	403	414351	97.3
	"36 years"	"36"	"2002"	"2002"	"Female"	"F"	"Census Region 3: South"	"CENS-R3"	"Hispanic or Latino"	"2135-2"	63	95762	65.8
	"36 years"	"36"	"2002"	"2002"	"Female"	"F"	"Census Region 3: South"	"CENS-R3"	"Not Hispanic or Latino"	"2186-2"	847	623655	135.8
	"36 years"	"36"	"2002"	"2002"	"Female"	"F"	"Census Region 4: West"	"CENS-R4"	"Hispanic or Latino"	"2135-2"	55	118935	46.2
	"36 years"	"36"	"2002"	"2002"	"Female"	"F"	"Census Region 4: West"	"CENS-R4"	"Not Hispanic or Latino"	"2186-2"	304	280629	108.3
	"36 years"	"36"	"2002"	"2002"	"Male"	"M"	"Census Region 1: Northeast"	"CENS-R1"	"Hispanic or Latino"	"2135-2"	73	46972	155.4
	"36 years"	"36"	"2002"	"2002"	"Male"	"M"	"Census Region 1: Northeast"	"CENS-R1"	"Not Hispanic or Latino"	"2186-2"	631	330863	190.7
	"36 years"	"36"	"2002"	"2002"	"Male"	"M"	"Census Region 2: Midwest"	"CENS-R2"	"Hispanic or Latino"	"2135-2"	40	28087	142.4
	"36 years"	"36"	"2002"	"2002"	"Male"	"M"	"Census Region 2: Midwest"	"CENS-R2"	"Not Hispanic or Latino"	"2186-2"	734	410529	178.8
	"36 years"	"36"	"2002"	"2002"	"Male"	"M"	"Census Region 3: South"	"CENS-R3"	"Hispanic or Latino"	"2135-2"	141	107733	130.9
	"36 years"	"36"	"2002"	"2002"	"Male"	"M"	"Census Region 3: South"	"CENS-R3"	"Not Hispanic or Latino"	"2186-2"	1483	606536	244.5
	"36 years"	"36"	"2002"	"2002"	"Male"	"M"	"Census Region 4: West"	"CENS-R4"	"Hispanic or Latino"	"2135-2"	192	133011	144.3
	"36 years"	"36"	"2002"	"2002"	"Male"	"M"	"Census Region 4: West"	"CENS-R4"	"Not Hispanic or Latino"	"2186-2"	521	292314	178.2
	"36 years"	"36"	"2003"	"2003"	"Female"	"F"	"Census Region 1: Northeast"	"CENS-R1"	"Hispanic or Latino"	"2135-2"	37	46456	79.6
	"36 years"	"36"	"2003"	"2003"	"Female"	"F"	"Census Region 1: Northeast"	"CENS-R1"	"Not Hispanic or Latino"	"2186-2"	322	328800	97.9
	"36 years"	"36"	"2003"	"2003"	"Female"	"F"	"Census Region 2: Midwest"	"CENS-R2"	"Hispanic or Latino"	"2135-2"	11	24145	Unreliable
	"36 years"	"36"	"2003"	"2003"	"Female"	"F"	"Census Region 2: Midwest"	"CENS-R2"	"Not Hispanic or Latino"	"2186-2"	414	401721	103.1
	"36 years"	"36"	"2003"	"2003"	"Female"	"F"	"Census Region 3: South"	"CENS-R3"	"Hispanic or Latino"	"2135-2"	53	98241	53.9
	"36 years"	"36"	"2003"	"2003"	"Female"	"F"	"Census Region 3: South"	"CENS-R3"	"Not Hispanic or Latino"	"2186-2"	854	602246	141.8
	"36 years"	"36"	"2003"	"2003"	"Female"	"F"	"Census Region 4: West"	"CENS-R4"	"Hispanic or Latino"	"2135-2"	68	120642	56.4
	"36 years"	"36"	"2003"	"2003"	"Female"	"F"	"Census Region 4: West"	"CENS-R4"	"Not Hispanic or Latino"	"2186-2"	268	272699	98.3
	"36 years"	"36"	"2003"	"2003"	"Male"	"M"	"Census Region 1: Northeast"	"CENS-R1"	"Hispanic or Latino"	"2135-2"	63	45838	137.4
	"36 years"	"36"	"2003"	"2003"	"Male"	"M"	"Census Region 1: Northeast"	"CENS-R1"	"Not Hispanic or Latino"	"2186-2"	564	315650	178.7
	"36 years"	"36"	"2003"	"2003"	"Male"	"M"	"Census Region 2: Midwest"	"CENS-R2"	"Hispanic or Latino"	"2135-2"	29	28422	102.0
	"36 years"	"36"	"2003"	"2003"	"Male"	"M"	"Census Region 2: Midwest"	"CENS-R2"	"Not Hispanic or Latino"	"2186-2"	670	396251	169.1
	"36 years"	"36"	"2003"	"2003"	"Male"	"M"	"Census Region 3: South"	"CENS-R3"	"Hispanic or Latino"	"2135-2"	170	107511	158.1
	"36 years"	"36"	"2003"	"2003"	"Male"	"M"	"Census Region 3: South"	"CENS-R3"	"Not Hispanic or Latino"	"2186-2"	1423	582756	244.2
	"36 years"	"36"	"2003"	"2003"	"Male"	"M"	"Census Region 4: West"	"CENS-R4"	"Hispanic or Latino"	"2135-2"	209	132264	158.0
	"36 years"	"36"	"2003"	"2003"	"Male"	"M"	"Census Region 4: West"	"CENS-R4"	"Not Hispanic or Latino"	"2186-2"	559	283750	197.0
	"36 years"	"36"	"2004"	"2004"	"Female"	"F"	"Census Region 1: Northeast"	"CENS-R1"	"Hispanic or Latino"	"2135-2"	38	47430	80.1
	"36 years"	"36"	"2004"	"2004"	"Female"	"F"	"Census Region 1: Northeast"	"CENS-R1"	"Not Hispanic or Latino"	"2186-2"	287	317712	90.3
	"36 years"	"36"	"2004"	"2004"	"Female"	"F"	"Census Region 2: Midwest"	"CENS-R2"	"Hispanic or Latino"	"2135-2"	16	25917	Unreliable
	"36 years"	"36"	"2004"	"2004"	"Female"	"F"	"Census Region 2: Midwest"	"CENS-R2"	"Not Hispanic or Latino"	"2186-2"	368	389331	94.5
	"36 years"	"36"	"2004"	"2004"	"Female"	"F"	"Census Region 3: South"	"CENS-R3"	"Hispanic or Latino"	"2135-2"	61	102830	59.3
	"36 years"	"36"	"2004"	"2004"	"Female"	"F"	"Census Region 3: South"	"CENS-R3"	"Not Hispanic or Latino"	"2186-2"	759	596456	127.3
	"36 years"	"36"	"2004"	"2004"	"Female"	"F"	"Census Region 4: West"	"CENS-R4"	"Hispanic or Latino"	"2135-2"	79	126717	62.3
	"36 years"	"36"	"2004"	"2004"	"Female"	"F"	"Census Region 4: West"	"CENS-R4"	"Not Hispanic or Latino"	"2186-2"	262	270697	96.8
	"36 years"	"36"	"2004"	"2004"	"Male"	"M"	"Census Region 1: Northeast"	"CENS-R1"	"Hispanic or Latino"	"2135-2"	77	47053	163.6
	"36 years"	"36"	"2004"	"2004"	"Male"	"M"	"Census Region 1: Northeast"	"CENS-R1"	"Not Hispanic or Latino"	"2186-2"	497	306616	162.1
	"36 years"	"36"	"2004"	"2004"	"Male"	"M"	"Census Region 2: Midwest"	"CENS-R2"	"Hispanic or Latino"	"2135-2"	36	30279	118.9
	"36 years"	"36"	"2004"	"2004"	"Male"	"M"	"Census Region 2: Midwest"	"CENS-R2"	"Not Hispanic or Latino"	"2186-2"	621	386853	160.5
	"36 years"	"36"	"2004"	"2004"	"Male"	"M"	"Census Region 3: South"	"CENS-R3"	"Hispanic or Latino"	"2135-2"	179	113880	157.2
	"36 years"	"36"	"2004"	"2004"	"Male"	"M"	"Census Region 3: South"	"CENS-R3"	"Not Hispanic or Latino"	"2186-2"	1317	578702	227.6
	"36 years"	"36"	"2004"	"2004"	"Male"	"M"	"Census Region 4: West"	"CENS-R4"	"Hispanic or Latino"	"2135-2"	241	138958	173.4
	"36 years"	"36"	"2004"	"2004"	"Male"	"M"	"Census Region 4: West"	"CENS-R4"	"Not Hispanic or Latino"	"2186-2"	504	283123	178.0
	"36 years"	"36"	"2005"	"2005"	"Female"	"F"	"Census Region 1: Northeast"	"CENS-R1"	"Hispanic or Latino"	"2135-2"	40	47007	85.1
	"36 years"	"36"	"2005"	"2005"	"Female"	"F"	"Census Region 1: Northeast"	"CENS-R1"	"Not Hispanic or Latino"	"2186-2"	291	314366	92.6
	"36 years"	"36"	"2005"	"2005"	"Female"	"F"	"Census Region 2: Midwest"	"CENS-R2"	"Hispanic or Latino"	"2135-2"	15	26788	Unreliable
	"36 years"	"36"	"2005"	"2005"	"Female"	"F"	"Census Region 2: Midwest"	"CENS-R2"	"Not Hispanic or Latino"	"2186-2"	385	394234	97.7
	"36 years"	"36"	"2005"	"2005"	"Female"	"F"	"Census Region 3: South"	"CENS-R3"	"Hispanic or Latino"	"2135-2"	69	108893	63.4
	"36 years"	"36"	"2005"	"2005"	"Female"	"F"	"Census Region 3: South"	"CENS-R3"	"Not Hispanic or Latino"	"2186-2"	790	608425	129.8
	"36 years"	"36"	"2005"	"2005"	"Female"	"F"	"Census Region 4: West"	"CENS-R4"	"Hispanic or Latino"	"2135-2"	90	129520	69.5
